10000 30274
1156 4901 759754
1156 5572 182591
1156 5589 942356
1156 7133 359651
1156 8999 369867
1156 9719 672685
1157 1636 695551
1157 1940 5302
1157 3419 568821
1157 5169 288969
1157 5590 984846
1157 6806 205294
1157 7201 555475
1157 8651 423076
1158 2948 742627
1158 3064 657464
1158 3273 85489
1158 3436 861756
1158 5567 28384
1158 8181 803206
1159 1570 446036
1159 2529 985719
1159 3858 554441
1159 6389 221434
1159 8143 128307
1159 9415 877973
1160 3178 949796
1160 5572 330093
1160 5730 111539
1160 7794 104278
1160 8788 514276
1160 9546 885160
1161 1401 429891
1161 2390 954445
1161 5337 384756
1161 6809 560261
1161 9275 368156
1161 9969 441352
1162 3961 86006
1162 6166 868771
1162 7112 219226
1162 7670 961695
1162 8333 982072
1163 3889 86345
1163 4459 169001
1163 6557 760081
1163 6929 427341
1163 9893 701717
1164 1426 86468
1164 3378 397523
1164 3659 183107
1164 5871 930984
1164 5907 503014
1164 8888 601244
1165 2444 820466
1165 2482 430973
1165 3606 205109
1165 5152 57205
1165 7597 379119
1165 7794 83898
1165 9338 803925
1166 2673 505637
1166 4735 682772
1166 5183 257017
1166 5469 81732
1166 5936 108853
1166 6643 245507
1166 8853 546043
1166 8947 532694
1167 1722 755731
1167 3360 586034
1167 3543 499539
1167 3773 768631
1167 3774 385783
1167 5646 50548
1167 7697 912809
1167 8099 728039
1168 3338 836486
1168 4568 691811
1168 5129 84700
1168 5137 963623
1168 7687 961573
1169 3813 494262
1169 6139 393202
1169 9123 3967
1170 1336 19853
1170 1497 12148
1170 3346 557295
1170 5713 465397
1170 6406 810175
1170 7200 507731
1170 7588 489319
1171 2788 697478
1171 2908 410669
1171 3741 775094
1171 3955 492405
1171 5702 466861
1171 7361 326076
1171 7768 236646
1172 1510 480164
1172 2744 43502
1172 5399 797438
1172 7540 906026
1172 8718 896837
1173 3145 920916
1173 6077 662642
1173 8900 239904
1173 9363 592947
1174 2469 368036
1174 5247 899700
1174 6377 890990
1174 6731 11557
1174 7123 639351
1174 9413 655733
1175 2050 215583
1175 3563 554313
1175 4634 66890
1175 7120 745907
1175 7901 506813
1175 9067 246068
1176 2165 485968
1176 4426 590287
1176 7305 969560
1176 7971 560660
1177 2973 451646
1177 3281 655352
1177 3666 427658
1177 4656 407470
1177 6520 302868
1177 6564 740732
1177 6736 472118
1177 8349 707014
1178 3571 213822
1178 4105 869461
1178 5073 914878
1178 5845 978233
1178 6001 524654
1178 7137 979825
1178 7795 366094
1179 1830 154401
1179 3146 805039
1179 4548 857661
1179 7048 678269
1179 8568 351899
1179 9560 534048
1180 4136 241057
1180 4864 882705
1180 6086 508617
1180 6595 387194
1180 7081 656636
1180 9851 928645
1181 2086 424817
1181 5024 711998
1181 6805 352592
1181 7547 876452
1181 9522 481147
1181 9626 402830
1182 3157 754725
1182 4260 945022
1182 6988 870415
1182 7058 169811
1182 8169 157296
1183 3154 544485
1183 6058 194606
1183 6660 546900
1183 9542 288510
1183 9603 675176
1184 3377 544115
1184 4969 445644
1184 5406 897090
1184 5501 137267
1184 6698 107073
1184 7681 700304
1184 7768 987066
1184 8478 238160
1185 3357 911803
1185 4644 378146
1185 7275 453547
1185 9018 915236
1186 3162 720093
1186 6012 656503
1186 8951 574046
1186 9913 652886
1187 2585 66324
1187 4712 588664
1187 6228 855552
1187 7870 372171
1187 9504 984060
1188 3329 140928
1188 4376 90296
1188 4938 677544
1188 5860 946108
1188 7494 494510
1188 9388 231614
1188 9982 984099
1189 2074 558141
1189 3495 137122
1189 3664 572823
1189 4101 842652
1189 4579 875309
1189 5774 158476
1189 6245 122184
1189 8772 706703
1190 2992 6101
1190 3603 292367
1190 4240 453889
1190 6059 450274
1190 6449 217716
1190 6680 679339
1190 9486 602695
1191 2485 724115
1191 4822 886819
1191 7103 504129
1191 8565 491115
1192 3848 649586
1192 4100 549839
1192 6560 366306
1192 9066 624617
1193 1662 916979
1193 4048 211709
1193 6841 539012
1193 7287 405860
1193 9525 355784
1194 1474 3003
1194 3781 580395
1194 4468 803477
1194 6491 324167
1194 9425 401137
1195 4136 567070
1195 5683 543131
1195 7208 245852
1195 9841 500141
1196 1649 933468
1196 4632 363161
1196 6240 245994
1196 6842 43820
1196 8421 395385
1196 9250 355863
1196 9981 84491
1197 2966 887964
1197 3589 58936
1197 5482 763760
1197 6709 414190
1197 8882 674777
1198 1896 436976
1198 4192 739190
1198 6760 18752
1198 6761 794906
1198 7017 826965
1198 9260 454213
1199 2021 365946
1199 4625 412684
1199 6297 639446
1199 7929 531797
1200 3454 107080
1200 5100 24365
1200 7402 395187
1200 8936 93430
1200 9430 110587
1201 3991 366124
1201 5659 754893
1201 7132 929574
1201 7277 898437
1201 8089 107357
1202 2835 473298
1202 4998 472668
1202 6316 963608
1202 6611 802114
1202 8968 114905
1202 9153 988358
1203 4041 383540
1203 5539 421267
1203 5568 154084
1203 6579 472174
1203 9131 602682
1203 9190 108028
1204 1407 6460
1204 3818 503911
1204 4833 595399
1204 6034 616181
1204 6445 763874
1204 9225 955061
1205 3693 69961
1205 6208 91845
1205 6778 835708
1205 7154 769071
1205 9120 727761
1205 9619 241332
1206 1608 360361
1206 2944 100429
1206 4900 339894
1206 5132 460722
1206 5929 431602
1206 6393 337353
1206 8167 156878
1207 3112 111935
1207 4660 247397
1207 4899 691418
1207 7132 940164
1207 8249 330965
1207 8828 300438
1207 9897 181433
1208 3554 173834
1208 5023 234686
1208 5629 343780
1208 8200 930193
1209 1928 361790
1209 2589 272071
1209 4148 82890
1209 6432 553467
1209 7600 73187
1209 9807 409411
1210 2650 865922
1210 3362 503756
1210 3858 108501
1210 4030 272928
1210 6639 886521
1210 7392 585082
1210 7942 753714
1211 1684 683902
1211 4086 663195
1211 6769 692066
1211 8379 455245
1212 2105 525060
1212 2220 898080
1212 3482 411877
1212 5505 15057
1212 7295 987091
1212 9451 369290
1213 3540 158565
1213 5084 33200
1213 7750 363625
1213 7847 875379
1214 2135 559277
1214 3713 95116
1214 5020 299643
1214 5741 576552
1214 6327 887969
1214 8282 77056
1214 9674 976572
1215 1982 991625
1215 3695 984857
1215 6471 652354
1215 9258 173459
1216 2546 206654
1216 5474 255306
1216 7572 324306
1216 8051 342023
1217 3625 953486
1217 4858 4051
1217 5412 614136
1217 7396 904522
1217 7482 188391
1217 8744 725009
1217 9054 721032
1218 3592 222236
1218 5345 129080
1218 5363 949563
1218 6349 710704
1218 6909 905269
1218 6910 582661
1218 9476 62835
1219 4063 767243
1219 6219 667080
1219 7856 411065
1220 2192 315583
1220 4836 587362
1220 6028 271004
1220 8047 276223
1221 2613 14806
1221 4342 870471
1221 5161 713291
1221 5965 60874
1221 6811 232072
1221 9682 968506
1222 1923 409533
1222 3752 373295
1222 3788 307260
1222 6715 215101
1222 9529 59902
1222 9556 650813
1223 2441 921812
1223 4066 394792
1223 4850 202373
1223 7791 189516
1224 1983 902802
1224 2974 336985
1224 3969 664414
1224 4820 773501
1224 7215 969907
1224 9592 282579
1224 9786 503416
1225 1697 234864
1225 3692 96726
1225 6578 861807
1225 7906 400459
1226 1531 311598
1226 2277 923677
1226 2811 431614
1226 3670 513649
1226 4077 428853
1226 6702 655758
1226 8961 730831
1226 9563 252009
1227 4205 50936
1227 4479 664745
1227 4592 597102
1227 7193 884464
1228 4066 262618
1228 5564 614649
1228 7140 708158
1228 9730 804678
1229 1353 236287
1229 2038 193772
1229 3079 89889
1229 4823 742798
1229 7318 291574
1229 7713 467856
1230 1602 35139
1230 4526 514469
1230 5125 182377
1230 5542 593062
1230 7085 144610
1230 9109 379396
1231 1830 87550
1231 3670 255628
1231 6393 398319
1231 7299 896763
1231 8733 95303
1231 9377 669181
1232 1722 477102
1232 4209 670345
1232 6956 376214
1232 9431 571026
1233 1307 753398
1233 2749 523487
1233 3037 482052
1233 5543 41684
1233 7192 346461
1233 7417 475844
1233 8497 881303
1233 9003 610342
1234 3173 705640
1234 5226 684471
1234 6305 483546
1234 9221 586569
1235 1250 479131
1235 3311 751040
1235 5463 822490
1235 7245 739950
1236 3305 221997
1236 6131 241104
1236 8124 104286
1236 8448 488189
1237 2212 878694
1237 3615 546036
1237 6596 571394
1237 7680 578451
1237 9148 310629
1238 3623 497215
1238 6352 213515
1238 8624 703768
1238 8638 211761
1239 2198 557729
1239 3516 94307
1239 5419 681421
1239 5715 452540
1239 7808 78484
1239 9057 336071
1240 1243 398454
1240 2744 112396
1240 3277 462304
1240 5489 52513
1240 6503 994600
1240 8223 187746
1241 2232 407861
1241 4703 667103
1241 4809 212786
1241 6985 605427
1241 9069 573082
1241 9260 413735
1241 9873 887639
1242 3456 740057
1242 5539 758220
1242 8041 849587
1243 1629 828238
1243 3800 932899
1243 4047 158122
1243 5013 767344
1243 5588 454312
1243 7785 739401
1244 3546 952182
1244 5127 462080
1244 5741 952014
1244 7359 189348
1244 7982 185609
1244 8888 194840
1245 4233 469407
1245 5392 45926
1245 7754 460900
1245 8262 19888
1245 9052 453758
1245 9053 909111
1246 2173 363418
1246 3815 832680
1246 4987 769299
1246 7840 380108
1247 2065 332118
1247 3404 266166
1247 4140 714947
1247 6559 20927
1247 8159 660410
1247 8484 221114
1247 9163 863043
1248 2434 882926
1248 2581 583296
1248 4856 17609
1248 6593 154205
1248 7612 233382
1248 9488 898546
1249 3330 278649
1249 4723 881254
1249 7481 279735
1249 8892 436849
1250 2079 457771
1250 3704 304590
1250 6148 889090
1250 7765 327486
1250 9207 173158
1251 3191 756449
1251 4220 213549
1251 5401 458234
1251 8316 310562
1251 8773 9460
1251 9354 765893
1252 3225 647143
1252 5435 859708
1252 7336 852058
1252 9065 438734
1253 1958 259671
1253 3574 927794
1253 6209 618101
1253 7440 992793
1254 1777 265589
1254 2657 941071
1254 3423 623465
1254 5404 169679
1254 5673 577792
1254 5929 867162
1254 7168 95584
1254 7464 313804
1254 8747 341552
1254 9601 842367
1255 1633 881071
1255 1929 798997
1255 3137 375934
1255 3578 856795
1255 3648 278295
1255 3961 150659
1255 5131 525383
1255 5551 66986
1255 7262 179450
1255 8513 187854
1255 9566 35412
1256 1889 66059
1256 4777 262271
1256 6379 566097
1256 9009 220587
1257 2305 776882
1257 3119 827260
1257 5278 323258
1257 7324 554233
1257 9220 268362
1258 1676 310092
1258 4330 628403
1258 5480 410455
1258 8129 108003
1258 9633 348412
1259 3747 930818
1259 5424 674758
1259 8192 677125
1259 9927 75354
1260 4043 852231
1260 4150 141394
1260 6887 13716
1260 8322 108321
1260 8930 610148
1261 2286 436587
1261 3842 321427
1261 5926 971011
1261 8350 981086
1261 9212 982835
1262 1611 430001
1262 3159 680106
1262 4923 480024
1262 6112 360117
1262 7426 289975
1262 8117 438424
1262 8477 282783
1262 8609 773150
1262 8705 583743
1262 9346 720650
1263 2838 281206
1263 4727 725662
1263 7287 265316
1263 9378 361425
1264 3225 366773
1264 4716 717864
1264 4938 995610
1264 7818 55414
1264 8888 462197
1265 3025 416968
1265 3468 883542
1265 3563 98944
1265 6548 969189
1265 7128 511635
1265 7779 367510
1265 9963 909544
1266 3009 174855
1266 5262 955519
1266 5959 747570
1266 6594 166543
1266 9019 401860
1266 9163 179660
1267 2480 158204
1267 5181 151328
1267 6345 161148
1267 6559 960614
1267 6994 342202
1267 7141 291371
1267 9321 724801
1268 2983 634340
1268 4370 789813
1268 5909 584643
1268 6232 781239
1268 8788 583961
1269 3602 502169
1269 5871 9992
1269 8005 176838
1269 8193 343838
1269 9350 259707
1270 2992 736668
1270 5756 254276
1270 6566 605486
1270 8369 907611
1271 1789 58298
1271 2880 642682
1271 3712 150086
1271 5713 681423
1271 7350 488313
1271 9894 828973
1272 3084 838961
1272 5042 948649
1272 5538 842796
1272 6692 299554
1272 7164 188879
1272 7377 178239
1272 9875 219027
1273 2574 642985
1273 3995 436822
1273 6269 613515
1273 7116 601462
1273 8708 983851
1273 9584 278585
1274 1693 107553
1274 2025 716586
1274 3882 994294
1274 6109 502708
1274 6190 974736
1274 8443 217556
1274 9401 354822
1275 1731 90196
1275 1937 739760
1275 3109 292982
1275 4034 950801
1275 5875 288775
1275 7129 702788
1275 9099 351485
1276 3753 779903
1276 4018 272812
1276 6499 584477
1276 8596 678063
1277 3806 652794
1277 5587 354437
1277 6334 276954
1277 7905 972206
1277 8046 995132
1277 8355 616668
1277 9813 921237
1278 1928 210008
1278 2994 446437
1278 4967 987551
1278 5116 776453
1278 5913 65769
1278 7521 296633
1278 7758 349061
1279 4044 969589
1279 6872 175902
1279 7889 992931
1279 8736 106943
1280 2620 102071
1280 5409 953007
1280 6285 147377
1280 9100 166529
1281 2162 129313
1281 2862 176783
1281 3671 165504
1281 6246 655577
1281 7354 273560
1281 9516 80168
1282 3560 566104
1282 3982 768179
1282 5099 417704
1282 7473 997059
1282 9004 73717
1282 9477 125323
1283 2983 272696
1283 3513 721228
1283 4932 252766
1283 5465 535475
1283 6005 956697
1283 7975 406470
1283 8241 948433
1283 9262 950783
1284 2899 543060
1284 2943 869392
1284 3526 517516
1284 4965 564960
1284 7883 218973
1284 8551 162747
1285 3019 717446
1285 4702 761619
1285 7368 796105
1285 8744 805554
1286 3201 762246
1286 5094 366737
1286 7953 497325
1286 9058 841641
1287 4006 901049
1287 4018 393462
1287 6645 703527
1287 7541 809938
1287 8981 415869
1287 9582 413538
1288 3974 130980
1288 5160 908305
1288 7153 238642
1288 8181 407898
1288 9742 399299
1289 2094 766031
1289 4440 165481
1289 5571 935338
1289 5664 853206
1289 7042 910108
1289 7701 565008
1289 9679 959911
1290 1708 892127
1290 3597 277955
1290 6575 2931
1290 8853 127519
1291 2561 366156
1291 5167 419167
1291 7231 265904
1291 7881 120872
1292 4287 802701
1292 5696 134684
1292 6485 730614
1292 7543 953249
1292 8163 52417
1292 8385 969882
1292 9087 463995
1293 4235 258298
1293 4564 802872
1293 5135 190847
1293 5581 711197
1293 7928 97056
1293 8283 42414
1293 8586 752360
1294 1875 951706
1294 4201 304993
1294 5583 525470
1294 7533 57443
1294 9243 561925
1295 3579 48155
1295 6483 542278
1295 6985 369850
1295 8552 489835
1296 3434 680677
1296 5945 695334
1296 8316 532918
1297 2430 412220
1297 3174 508766
1297 3970 562449
1297 6409 661140
1297 7235 549260
1297 9672 222620
1298 4008 848823
1298 5609 855864
1298 8331 681230
1298 8692 788571
1298 9485 288547
1299 1581 969220
1299 3075 193967
1299 3661 446411
1299 5011 68722
1299 6985 663097
1299 8816 214774
1300 2921 392261
1300 5636 183233
1300 5682 613335
1300 7580 445759
1300 8081 866502
1301 1523 64079
1301 1849 702145
1301 2716 388873
1301 4840 44504
1301 5276 609621
1301 5738 630377
1301 8113 290816
1301 8556 947352
1301 9460 825629
1302 4095 459602
1302 5821 86512
1302 6647 708775
1302 9485 886727
1303 1993 269576
1303 3835 591915
1303 4481 105523
1303 5884 395869
1303 7271 22882
1303 7635 885178
1303 9481 195182
1304 2524 485993
1304 3865 668572
1304 5109 72969
1304 6145 652041
1304 9059 417765
1304 9603 208095
1305 2038 611169
1305 2797 149426
1305 4533 318956
1305 7217 730738
1305 9688 584443
1306 2515 607320
1306 4828 320387
1306 5990 278494
1306 7271 477385
1306 8101 115977
1307 3733 705293
1307 4069 405466
1307 5272 943452
1307 6629 962297
1307 9312 131445
1307 9770 932797
1308 3853 251749
1308 4750 217634
1308 4965 155691
1308 6544 111427
1308 8547 943896
1309 1825 738737
1309 2262 29252
1309 5177 932765
1309 7725 289344
1309 9775 217239
1309 9928 392256
1310 2819 354548
1310 3183 519305
1310 3536 196161
1310 6050 414902
1310 8303 371414
1311 3778 43453
1311 5236 268245
1311 8039 953353
1311 8437 358322
1311 9870 33190
1312 3011 965951
1312 3827 66394
1312 4823 329054
1312 6365 512603
1312 8449 665406
1312 9943 785803
1313 3160 498311
1313 4375 759100
1313 4934 388981
1313 6908 619381
1313 9333 917435
1314 3541 387135
1314 5908 629900
1314 7824 169908
1314 8636 888970
1315 3295 955360
1315 4492 491033
1315 5741 285151
1315 8205 414655
1315 9846 799267
1316 2155 297573
1316 4426 288290
1316 5906 522251
1316 8165 895860
1316 9188 630046
1316 9661 742605
1316 9833 920195
1317 3404 90099
1317 5063 18057
1317 6359 584642
1317 9119 514849
1318 2326 799995
1318 2808 170014
1318 4791 921100
1318 5505 997825
1318 6522 935340
1318 6628 11500
1318 8210 482369
1318 9561 444960
1319 3495 703912
1319 6424 643722
1319 7827 291372
1319 8639 15417
1320 3428 116407
1320 5959 990956
1320 8732 70894
1321 1575 240904
1321 2852 267706
1321 4817 290101
1321 6535 978304
1321 8090 14217
1321 9323 91275
1322 2510 720032
1322 4600 101099
1322 5556 288812
1322 6405 173679
1322 9376 225617
1322 9822 531434
1323 1651 38737
1323 1790 902222
1323 2817 913397
1323 5286 638307
1323 6380 702437
1323 7131 700167
1323 7863 537309
1323 9238 632968
1324 2613 546507
1324 4567 313735
1324 7516 747266
1325 2474 920940
1325 5334 116117
1325 6716 189294
1325 7196 268065
1325 8218 57622
1325 8848 90404
1325 9858 346102
1326 3781 48534
1326 6586 368621
1326 8847 743465
1327 2903 888392
1327 5535 941434
1327 7876 581718
1328 4282 700607
1328 5160 937894
1328 5974 111995
1328 8597 580459
1329 3012 324833
1329 5099 329317
1329 6327 631453
1329 8737 660286
1330 2622 350090
1330 5494 485908
1330 8392 784218
1331 1616 52201
1331 3525 767982
1331 5787 927643
1331 8718 850868
1332 2504 242034
1332 3010 613798
1332 4494 121979
1332 7323 147316
1332 8737 618497
1333 3195 810258
1333 5368 230120
1333 5913 605614
1333 7900 536453
1334 1887 417284
1334 2031 284105
1334 2219 514477
1334 3582 167182
1334 4337 801582
1334 6031 571283
1334 8638 642555
1334 8710 382447
1335 1587 46110
1335 4526 92748
1335 5523 477156
1335 7873 864173
1335 9140 469898
1335 9270 122258
1336 4325 354162
1336 7298 948136
1336 7908 179517
1336 8864 588976
1337 3399 390554
1337 5134 882344
1337 5642 596290
1337 7406 332954
1337 7569 58019
1337 8977 940457
1338 3742 417608
1338 5202 400929
1338 6072 72709
1338 6126 763479
1338 6525 621398
1338 9509 51727
1339 1933 747591
1339 3765 377569
1339 5394 375898
1339 5860 564367
1339 8445 751330
1340 2688 600631
1340 4850 416367
1340 6884 494618
1340 9709 516442
1341 2625 433718
1341 3064 275344
1341 5183 316917
1341 5921 958517
1341 7818 438817
1341 8207 739494
1341 8606 109225
1342 3369 1470
1342 6241 877746
1342 6291 669201
1342 8032 134402
1342 9855 625259
1343 2552 119872
1343 4488 798650
1343 4925 869575
1343 6636 618231
1343 7546 85833
1343 8037 532004
1343 8730 918743
1343 9894 605086
1344 2906 230658
1344 4892 986945
1344 6011 242213
1344 7045 524524
1344 7450 935778
1344 7719 697583
1344 9099 242384
1344 9886 713604
1345 2129 778392
1345 4366 559850
1345 5980 956503
1345 7007 848108
1345 9505 722723
1346 2359 844156
1346 3781 681930
1346 4586 749411
1346 5452 823279
1346 8419 566255
1346 9214 935727
1347 2410 633306
1347 3166 281799
1347 4606 809359
1347 7067 940580
1347 7809 519054
1348 4055 475552
1348 4854 348815
1348 7251 901522
1348 8256 972413
1348 8277 89782
1348 8611 336830
1348 9148 839556
1348 9248 863507
1349 2595 799230
1349 2773 63665
1349 4652 519938
1349 5107 594674
1349 6747 569271
1349 7344 949738
1349 9660 68374
1350 3565 247172
1350 5167 560615
1350 6204 947610
1350 8575 927062
1351 4056 780239
1351 4328 59612
1351 7014 772778
1351 9423 480936
1352 4291 544596
1352 5520 442228
1352 6918 631903
1352 9781 975668
1353 3949 580336
1353 6813 688040
1353 7359 515388
1353 7996 737513
1354 1949 786883
1354 3130 21334
1354 4713 920419
1354 5314 550194
1354 5415 219730
1354 8366 374388
1354 9443 937893
1355 3660 380116
1355 4384 977207
1355 5710 333743
1355 6760 938278
1355 8182 445269
1355 8843 90972
1356 3005 828480
1356 5777 130247
1356 6131 830308
1356 8703 622293
1357 1881 688834
1357 4052 818254
1357 4184 18558
1357 4510 675024
1357 7390 471634
1357 8873 811959
1358 1519 145697
1358 4105 210438
1358 6572 103854
1358 8666 183438
1358 9516 15746
1358 9777 270977
1359 2325 101280
1359 2585 798610
1359 3931 445140
1359 4719 12520
1359 5104 740923
1359 6173 906066
1359 7464 1304
1359 8507 20129
1360 3939 292289
1360 4238 34168
1360 6308 567769
1360 6322 888519
1360 7872 235219
1361 3523 506191
1361 6468 972131
1361 7930 929560
1361 8663 492164
1362 2882 504679
1362 4957 31794
1362 7053 60492
1362 8133 53399
1362 9664 984209
1362 9665 330113
1363 2014 880629
1363 2925 458771
1363 3563 700429
1363 5879 770208
1363 7912 38481
1363 9302 720333
1364 1567 649889
1364 1606 892366
1364 3181 104914
1364 4218 179006
1364 5918 965488
1364 7407 100783
1364 8637 710375
1364 9620 918234
1365 4189 809236
1365 6645 689738
1365 9643 972449
1366 4031 742652
1366 6926 65497
1366 7963 264227
1366 8411 935595
1367 1853 827957
1367 2887 27752
1367 3228 150391
1367 4675 706828
1367 5550 265229
1367 7955 616602
1368 2003 173433
1368 4738 2222
1368 4974 466824
1368 5190 99684
1368 6519 780884
1368 7198 917227
1368 8571 377719
1368 9369 955176
1369 1625 878013
1369 4234 583293
1369 6990 915305
1369 7665 70206
1369 9141 639906
1370 2251 772855
1370 4941 89871
1370 6572 495428
1370 8656 589870
1370 9251 878655
1371 3294 175887
1371 3869 285502
1371 5476 458645
1371 6771 493782
1371 7068 111554
1371 7854 462262
1371 8045 277546
1371 8955 461221
1372 3758 617474
1372 5983 445622
1372 7303 466918
1373 4323 478693
1373 6594 959171
1373 8877 538926
1374 2932 714808
1374 3273 611059
1374 4035 220985
1374 4736 263543
1374 5366 738606
1374 8042 4243
1374 8186 945573
1375 2736 326020
1375 4621 544834
1375 6861 892506
1375 7363 25158
1376 2179 503846
1376 4139 779974
1376 6616 659885
1376 9352 303038
1376 9388 740081
1376 9828 177153
1377 2869 440691
1377 3907 312449
1377 6621 507280
1377 8210 570639
1377 9986 705953
1378 2038 767134
1378 4927 777518
1378 7558 996398
1378 7760 39438
1378 9348 875517
1379 2443 535397
1379 3285 813453
1379 4065 569922
1379 6953 119932
1379 8280 817735
1380 4096 130179
1380 6128 573996
1380 7891 272670
1380 9010 131067
1380 9325 380782
1381 1936 674647
1381 2759 136953
1381 2956 672612
1381 3492 304713
1381 6206 663955
1381 6660 354560
1381 8059 815589
1381 9532 237642
1382 1533 55372
1382 4363 554871
1382 4905 747217
1382 7115 610661
1382 8993 657332
1383 3927 554461
1383 6838 846103
1383 9290 273090
1384 4032 462049
1384 4318 479360
1384 7077 833240
1384 7238 857670
1384 7872 167750
1385 3656 619614
1385 6297 119994
1385 9088 857863
1385 9971 412008
1386 1925 948237
1386 4672 174262
1386 5449 231207
1386 7969 16231
1386 9623 603609
1387 3040 65654
1387 4302 663365
1387 5062 34501
1387 6583 426429
1387 8065 183270
1387 8979 926108
1388 1942 562449
1388 4608 369416
1388 6935 879673
1388 9766 816870
1389 3966 507479
1389 4995 813136
1389 6989 530611
1389 8126 441603
1389 8709 973794
1389 9309 280200
1390 2749 314696
1390 5419 18787
1390 6944 835940
1390 7992 134984
1390 8154 771606
1390 9578 622831
1391 2142 18851
1391 4338 898620
1391 6438 628128
1391 6880 877484
1391 8135 760439
1391 8222 747396
1392 2413 237537
1392 5397 767221
1392 6079 850698
1392 6339 527355
1392 8167 290789
1392 8805 645880
1393 2193 933833
1393 2381 173982
1393 3574 721294
1393 3751 153744
1393 6008 72280
1393 6224 58702
1393 8979 739474
1394 1587 3217
1394 3104 361218
1394 3849 795856
1394 5631 631782
1394 6177 243045
1394 8658 32377
1394 9835 555122
1395 1688 106273
1395 3116 631836
1395 5715 719625
1395 7836 505779
1395 8548 489381
1396 2323 64430
1396 4479 943753
1396 5036 434705
1396 6349 937429
1396 7615 704062
1396 9244 957051
1397 3571 716443
1397 4238 444902
1397 5206 599141
1397 6704 791616
1397 9461 767929
1398 3753 487549
1398 5668 40485
1398 6277 298647
1398 8159 81539
1399 2789 541639
1399 5765 130094
1399 8713 216757
1400 3757 466385
1400 3862 77547
1400 4416 148547
1400 5978 323807
1400 6840 720702
1400 8140 739477
1401 2626 679271
1401 4787 735125
1401 6320 33997
1401 8401 787179
1401 9276 242972
1402 3666 784606
1402 5588 510709
1402 8489 162678
1402 8900 531261
1402 8954 901519
1402 9106 507963
1402 9515 246717
1403 2674 483766
1403 5087 770099
1403 6654 558993
1403 7368 936083
1403 9477 454250
1403 9901 939194
1404 2702 698513
1404 3420 35917
1404 5530 886643
1404 7147 789015
1404 8459 16031
1405 3122 433897
1405 4892 219031
1405 5193 724838
1405 6333 30927
1405 9280 394908
1405 9650 183870
1406 2489 636300
1406 3841 737332
1406 4560 219897
1406 7012 778020
1406 9413 952174
1407 2918 838812
1407 4814 706877
1407 6286 892926
1407 8777 115544
1407 9591 21617
1408 2875 746450
1408 5285 874393
1408 7678 329317
1408 8436 171614
1409 3601 807909
1409 4156 244876
1409 6780 783804
1409 9103 224995
1409 9303 724848
1410 3472 563656
1410 4638 326938
1410 6113 325092
1410 8890 116370
1410 9143 924745
1410 9427 11723
1411 4104 402464
1411 5034 231009
1411 5603 830543
1411 8163 101765
1411 9959 594471
1412 2831 378270
1412 5137 310413
1412 6602 360506
1412 9281 216883
1413 2258 60168
1413 3237 139288
1413 4177 41348
1413 4713 371684
1413 5341 835611
1413 6559 426676
1413 8625 734503
1413 9302 864990
1414 1650 483102
1414 2835 282706
1414 2916 837959
1414 5235 981743
1414 5598 257788
1414 7838 530398
1414 9852 266396
1415 1592 707726
1415 3465 14473
1415 3530 307764
1415 5030 274048
1415 7748 461721
1415 9464 414139
1416 4160 279125
1416 6117 562983
1416 8335 546497
1416 9368 108303
1416 9815 539355
1417 2578 313490
1417 3854 579558
1417 4705 215023
1417 5200 872032
1417 5292 440723
1417 7788 188160
1418 2765 978556
1418 5313 283420
1418 5580 338687
1418 6563 554014
1418 7366 306295
1418 7706 896376
1418 8489 995376
1419 3000 51079
1419 5058 802745
1419 5970 559689
1419 7617 701767
1419 8672 339145
1420 2566 779864
1420 5203 434658
1420 6893 281987
1420 7098 969241
1420 9496 92475
1421 2153 162836
1421 3226 384026
1421 4397 338449
1421 6553 307899
1421 8019 506740
1422 1946 309481
1422 2178 546564
1422 4301 974350
1422 6916 63619
1422 9403 567764
1422 9877 557479
1423 3938 355814
1423 6907 373756
1423 7466 24443
1423 8488 515295
1424 3519 415668
1424 3664 494895
1424 5836 324043
1424 8544 191911
1425 1656 17739
1425 1950 404147
1425 2159 962644
1425 3916 322180
1425 6394 325872
1425 9043 100957
1426 3942 456766
1426 6543 460271
1426 6863 317396
1426 8503 925966
1427 2513 341630
1427 4670 825980
1427 5467 877551
1427 7151 735059
1427 9408 554270
1428 3979 474764
1428 6681 60546
1428 7197 849881
1428 9216 558740
1429 2400 403372
1429 3793 678088
1429 6761 595015
1429 8165 13715
1429 8815 14721
1430 3518 356346
1430 5398 959419
1430 5888 949431
1430 6338 150901
1430 7373 243072
1430 8763 156941
1431 2522 217482
1431 5217 830324
1431 7714 509434
1431 9911 42823
1432 2373 237259
1432 3841 91955
1432 4499 139183
1432 5451 824378
1432 7353 995043
1432 8421 762137
1432 9875 112913
1433 3688 780161
1433 4634 886326
1433 7180 443886
1433 8329 696993
1434 2277 527312
1434 4837 64276
1434 5693 74734
1434 8113 419152
1435 2674 27454
1435 3315 274421
1435 3716 462371
1435 6034 916796
1435 6820 726807
1435 9417 305050
1436 3287 85207
1436 5297 917177
1436 6397 201896
1436 8718 531444
1436 9673 592519
1437 1951 173142
1437 3905 486247
1437 5814 400105
1437 7041 318151
1437 7591 436223
1437 8155 349307
1438 4319 782450
1438 4393 284039
1438 6787 912124
1438 8535 717248
1439 2196 150772
1439 2321 715004
1439 4761 879569
